Gene,h96_MOCK.1,h96_MOCK.2,h96_MOCK.3,h96_MOCK.4,h96_MOCK.5,h96_MOCK.6,Marker
O43615,0,0.0694897108004415,0.226633497859185,1,0.218104914334528,0.00470698367522722,unknown
O43617,0.949763679297962,1,0.333875172548581,0.356496099475634,0.103837146275161,0,unknown
O43633,1,0.683397533653689,0.213759623067129,0.131870715946506,0.0728691514139654,0,unknown
O43657,0.584402009026231,1,0.62820133249289,0.470105072951923,0.159674793871288,0,unknown
O43674,0,0.0629087552783437,0.329396988260708,1,0.338039249550453,0.0577004462139474,unknown
O43676,0,0.0817768671407256,0.243082020427479,1,0.263934950254329,0.0398309638588875,unknown
O43677,0.0866715501028773,0.122996923650582,0.322891186903197,1,0.315865674754814,0,unknown
O43678,0,0.0835181391479451,0.22250183218256,1,0.246319324665192,0.0124106734830318,unknown
O43681,1,0.590614965826055,0.105058564746146,0.137539884780466,0.0634563851556465,0,unknown
O43707,1,0.387034068690072,0.126107436324577,0.103135582199926,0.0424868227775244,0,unknown
O43715,0,0.00216195995714353,0.203108722353058,1,0.207781559921059,0.0181765254223293,unknown
O43716,0.155900306986711,0.152746486925916,0.169595503527375,1,0.201467175787913,0,unknown
O43747,0.945429153687226,1,0.466504683046457,0.40542185806499,0.165466564179078,0,unknown
O43760,0.735009158156546,1,0.218631700994982,0.137307187664687,0.0316808675219903,0,unknown
O43772,0.0880739268667144,0.136855755774698,0.257926594542852,1,0.227838832859856,0,unknown
O43776,1,0.483668090503421,0.157911168649774,0.152513207933304,0.0680432689927503,0,unknown
O43795,1,0.367672389563776,0.176195932539144,0.102366091139301,0.0387285916453353,0,unknown
O43819,0.131628014510568,0.125490463509847,0.226818270275124,1,0.216040131932396,0,unknown
O43837,0.0314679982811432,0.0733101493134192,0.26526113902384,1,0.208325865622407,0,unknown
O43852,0.544190181192192,1,0.710681363325772,0.405510067839109,0.0970231960203498,0,unknown
O43852-2,0.537953804573421,1,0.71206505006382,0.350788312825589,0.112194003197488,0,unknown
O43854,0.367777414063982,1,0.439744686116218,0.259151803244201,0.140376846444473,0,unknown
O60220,0.00894947093040941,0.00160848848767435,0.178944919191172,1,0.181656048820665,0,Mitochondria
O60313,0,0.0792517085194093,0.250383557090828,1,0.235608513746464,0.00935685865102595,unknown
O60331,1,0.359674490113406,0.113110359006822,0.0785368990643767,0.0496446695309284,0,unknown
O60476,0.357740413730036,1,0.420957658492978,0.108741307113242,0.0395053237584687,0,unknown
O60488,0.85793227285412,0.620466548088062,0.425122977977192,1,0.205516387488897,0,unknown
O60493,1,0.734211857271379,0.234783593532216,0.172827874529261,0.103304853473756,0,unknown
O60504,1,0.390282668800408,0.0861827058725332,0.0693347199030276,0.0221500264590631,0,unknown
O60506,1,0.485216453721975,0.17433775627011,0.259842497499766,0.119612190744331,0,unknown
O60507,0.287606942693199,1,0.40558449234665,0.155329859159375,0.0381438619005739,0,Golgi
O60565,0.124429005514723,0.498606225391444,0.42447700381781,1,0.316942980031146,0,unknown
O60568,0.329552228171874,1,0.579489883775027,0.57530536909065,0.160321414878168,0,unknown
O60637,0.504889369027931,1,0.290624649319146,0.275169539248565,0.0860423874917866,0,unknown
O60645,1,0.365943676646331,0.201354827716548,0.151687589387749,0.0607027277360766,0,unknown
O60664,1,0.558934455510401,0.118764877150973,0.117844608353805,0.0435025947495507,0,unknown
O60669,1,0.453432007322855,0.0722882268005302,0.0381164310072824,0.0201393155985374,0,unknown
O60701,1,0.596086431751268,0.126767233666504,0.137800577534056,0.0570791712346882,0,unknown
O60716,1,0.393429759135031,0.139269654714104,0.103118567990366,0.0366641336885056,0,unknown
O60762,0.843361781450871,1,0.532861507763646,0.429318316638163,0.137757967352837,0,unknown
O60763,1,0.446176069877637,0.0977364741047854,0.152684450090726,0.0452660628820664,0,unknown
O60783,0.210793463258076,0.176118177546981,0.231435125236099,1,0.18895102749185,0,Mitochondria
O60831,0.671519316813667,1,0.215590700702225,0.210184538976753,0.0767287599489946,0,unknown
O60841,1,0.593385482987474,0.264930734153614,0.35708509461687,0.117859408168415,0,unknown
O60884,1,0.620241424251615,0.199226591004277,0.249274976921481,0.12287913884904,0,unknown
O75027,0.0927498960035552,0.125703111768822,0.274154853134348,1,0.261497328746957,0,unknown
O75056,1,0.334307216020925,0.169778509534928,0.0879770382457312,0.0188267140640916,0,unknown
O75083,1,0.509285189958414,0.151977397860143,0.108483263915116,0.0628717950289142,0,Cytosol
O75110,0.81399507816519,1,0.481101764005185,0.250403900829373,0.102243301971701,0,unknown
O75116,1,0.458908935328383,0.177261695681958,0.13089856177428,0.042252696616036,0,unknown
O75165,0.511615422609397,1,0.399313200128955,0.181779515705983,0.0665081606488212,0,unknown
O75208,0.58457997698504,0.616425413360791,0.606880261643751,1,0.421282781176185,0,unknown
O75306,0,0.0696291665553293,0.19610626386557,1,0.225535379773516,0.00320929994933777,unknown
O75323,0.0983734083184224,0.134685732649126,0.276813424828003,1,0.23333405835206,0,unknown
O75347,1,0.566638825965297,0.134184954534813,0.153090957269619,0.0525131371715018,0,unknown
O75348,1,0.967373120376598,0.409130869009918,0.301696932483432,0.106324378190585,0,unknown
O75368,1,0.618737679007589,0.210179935424167,0.127530036514979,0.0392916388550787,0,unknown
O75369,1,0.366062524328502,0.170035104013911,0.132867773970538,0.0484669595040872,0,unknown
O75380,0.00621841175908459,0.0525561129640297,0.226017435409282,1,0.224406103575758,0,unknown
O75381,0.168215778050329,0.313298761104888,0.374658510684126,1,0.896091546585823,0,Peroxisome
O75390,0,0.0611346213676288,0.263645616914428,1,0.196566806581221,0.00607703128794722,unknown
O75394,0.480966428227829,0.420096874593848,0.393798713618807,1,0.139997054261223,0,unknown
O75396,1,0.721015698239462,0.182408569887225,0.120416428464595,0.0572607406522065,0,unknown
O75431,0.04018126721155,0.0599153779782821,0.190154247716319,1,0.201749334579592,0,unknown
O75438,0,0.0599769146930685,0.240390274196617,1,0.274966529163183,0.0297780486555549,unknown
O75489,0,0.0524333711531758,0.201412544644102,1,0.238122017061743,0.0126700330796191,unknown
O75503,0.379589661932665,0.972048905877399,1,0.662032018705189,0.27189683220024,0,Lysosome
O75508,1,0.642769285817328,0.377587791559593,0.143520836646941,0.0656187653475463,0,unknown
O75521,0.0954510500707955,0.105836741945151,0.261494567471262,1,0.424687612071251,0,unknown
O75531,1,0.758370472709657,0.864379176469707,0.803437726931476,0.761747667576988,0,unknown
O75695,1,0.398191244549809,0.165912409840784,0.0821950003367655,0.0358490393593405,0,Plasma membrane
O75718,0.370326658692413,1,0.65360829402072,0.561379401856428,0.154872911714682,0,unknown
O75746,0.00187420080145603,0.0639425333914004,0.227740565115841,1,0.21521359785944,0,Mitochondria
O75762,1,0.622962817792443,0.323580251155218,0.18862945771366,0.076536612377514,0,unknown
O75781,1,0.348595251647962,0.079592167620657,0.0579343282925551,0.0232039004025893,0,unknown
O75844,1,0.867031812181882,0.42517838381172,0.284516339438199,0.117434522151076,0,unknown
O75874,1,0.560557793029427,0.172910729134712,0.221554038187575,0.137214875533026,0,unknown
O75880,0.0323008453406517,0.0710627005734987,0.239257812379891,1,0.203982446892292,0,Mitochondria
O75915,0.605273307760132,1,0.309691660981327,0.340893286950523,0.105948335434019,0,unknown
O75947,0,0.0675957125962062,0.294825147464442,1,0.302706969292578,0.0280014930166139,unknown
O75955,1,0.599585439847248,0.284643863767841,0.18069226086005,0.0943073552737858,0,unknown
O75964,0.0761344341795212,0.0772113623041205,0.187455955201627,1,0.302671898074037,0,unknown
O75976,0.473753018492831,1,0.27672138361778,0.145960380565184,0.0525407663751184,0,unknown
O76024,0.468170850657464,1,0.437292372077831,0.432917120466186,0.11819183762879,0,ER
O94760,1,0.578641671151704,0.103669460347177,0.111970506134284,0.0422074510342326,0,unknown
O94766,0.386758184702145,1,0.33406972608246,0.117823098220714,0.0447496025066905,0,Golgi
O94826,0.00892982564678485,0.0895232734691042,0.272559006009883,1,0.212113715278548,0,Mitochondria
O94905,0.752034230670862,1,0.483676565651742,0.341179295158778,0.135076897284522,0,unknown
O94919,0.908398386412154,1,0.161349948440987,0.228546234412624,0.0612335278753351,0,unknown
O94925-3,0.00356609769520172,0.0612345895559788,0.37507436528294,1,0.228406585145836,0,unknown
O94973,1,0.620210933295943,0.428241446282455,0.269957484566516,0.100336038465524,0,unknown
O95139,0,0.0452684959537725,0.210240381042152,1,0.24437849329447,0.00506207441837824,unknown
O95167,0,0.0846622273569963,0.266654691710231,1,0.272635906043027,0.0130855045652411,unknown
O95168,0.0936031665919197,0.138921394212557,0.19492499717364,1,0.212824702435497,0,unknown
O95169,0.00564240632226687,0.056550764439084,0.205031169748851,1,0.239218109889704,0,unknown
O95182,0.108067900865688,0.104269679696042,0.313253936889398,1,0.315952660669917,0,unknown
O95183,1,0.355506957679614,0.131954171632585,0.0611776319843701,0.0369029725080484,0,unknown
O95202,0,0.0682845042231115,0.250617420775159,1,0.234487266654437,0.00735536263727011,Mitochondria
O95292,1,0.525875482084666,0.253606103744357,0.284339035448634,0.122044288335816,0,unknown
O95297,1,0.528435720237347,0.287540172816865,0.227200226267317,0.0910492566030018,0,unknown
E9PQ53,0,0.0784788537120598,0.217688916879655,1,0.265434879400158,0.0119065575991323,unknown
O95299,0,0.0573773446959314,0.260772679820242,1,0.257956449280098,0.0255488324055481,unknown
O95302,0.451632010697318,1,0.677378212291482,0.519256303745031,0.139055654124273,0,ER
O95373,1,0.46955641029256,0.158675883822458,0.10666023835795,0.109528099576015,0,unknown
O95477,1,0.649185253509132,0.423661544627315,0.360700167810141,0.1793898321673,0,unknown
O95479,0.469130107138203,1,0.40725656449421,0.433054900113349,0.0982810920291463,0,unknown
O95562,1,0.623068666833488,0.122088914456774,0.0780645259942286,0.0341817057868528,0,unknown
O95571,0.0129769704540984,0.0488755991358074,0.254986780090018,1,0.207844794628134,0,unknown
O95671,0.082996102088741,0.0651625579525309,0.152013302621802,1,0.237509352986394,0,unknown
O95721,1,0.51333251119939,0.225143702613574,0.153343991930065,0.0535818515068443,0,unknown
O95772,0.523347114506335,1,0.327296063210027,0.291638717092753,0.10729301769427,0,unknown
O95782,1,0.672593571325091,0.388584649509433,0.270432071747496,0.0915631110662705,0,unknown
O95810,1,0.536441022144204,0.524395118887148,0.230165552399859,0.0932302754468722,0,unknown
O95816,0,0.467522068426394,0.482899656186452,1,0.507583448694628,0.0381355732405676,unknown
O95822,0.306591844139333,0.48096123869997,0.347004871533107,1,0.262445043142484,0,unknown
O95831,0,0.0673551498040044,0.248507170642846,1,0.234705120007802,0.00962305027701293,unknown
O95865,1,0.516269423269137,0.115836548013158,0.0719710108801031,0.0185561081850811,0,unknown
O95870,0.484586483140716,0.558085382186095,0.503504282400084,1,0.328306640466416,0,unknown
O95980,1,0.426415734293758,0.208281087710099,0.113693701369569,0.0444289978261607,0,unknown
O96000,0.0519230531874454,0.0830059519746417,0.242373367336209,1,0.231203187752042,0,unknown
O96005,0.866467534431876,1,0.575378190851438,0.403123778935489,0.150960982863709,0,unknown
O96008,0,0.0850336922423351,0.245128610971388,1,0.268689844797959,0.0230944449413151,Mitochondria
O96011,0.222906909471209,0.266378269335367,0.399086081824776,1,0.867183431169933,0,Peroxisome
P00167,1,0.981068920936188,0.417661262624395,0.419134959736281,0.105328304091095,0,unknown
P00338,1,0.588085375586432,0.164309317051511,0.237415324665195,0.172389220146786,0,unknown
P00387,0.387376602965872,0.480381121327516,0.341688724859369,1,0.273041929585632,0,unknown
P00390,0.573712245476497,0.504059142878325,0.299404107058718,1,0.186147340397518,0,unknown
P00403,0,0.0625005290242729,0.200770621183155,1,0.23524132769828,0.0255344289081985,unknown
P00441,0.634278182006282,1,0.470836808488238,0.338899654178684,0.116712450604929,0,unknown
P00505,0.000843757134349861,0.0428212397349499,0.265657899730942,1,0.211623199130504,0,unknown
P00533,1,0.52902873517445,0.197282499441994,0.162409945385155,0.0504218392715491,0,unknown
P00558,1,0.587784717195729,0.15935535273191,0.147384882637043,0.0691172308957878,0,Cytosol
P00749,0.437370996336138,1,0.554797143314768,0.307602643569039,0.0929975295438252,0,unknown
P00750,0.607869523525816,1,0.804215048216109,0.566355885264907,0.202443601873448,0,unknown
P00813,1,0.589886839489652,0.250108157094462,0.120491454941649,0.0578958115562846,0,unknown
P01033,0.510709338835059,1,0.40294688119314,0.354984111170593,0.0778372543702875,0,unknown
P01034,0.593046511651151,1,0.412810966183467,0.44197853318328,0.121882877876663,0,unknown
P01111,1,0.402243340245366,0.0828778843806209,0.0687441454031,0.0243489303479825,0,unknown
P01112,1,0.423842192405389,0.147593145166093,0.0839020652021855,0.0416378003727175,0,unknown
P01116,1,0.40923968722971,0.12053906997205,0.0745719498994165,0.0245025024064981,0,unknown
P01889,1,0.449920094953451,0.192602236559494,0.0930079512987275,0.0359519948551098,0,Plasma membrane
P02452,0.358456508761056,1,0.543155501688365,0.361505292256908,0.110475628763642,0,unknown
P02461,0.986650224910236,1,0.807173222771314,0.585222776053993,0.225596844942461,0,unknown
P02462,0.432843380660212,0.72006221326173,1,0.532260397594571,0.190846327904593,0,unknown
P02545,0.845358785692552,1,0.298303944617015,0.512256552628149,0.553898647150648,0,unknown
P02649,0.481024662598044,1,0.477768193499746,0.465761635158665,0.119326631302095,0,unknown
P02751,0.411348161822085,1,0.707234663318761,0.402280155486487,0.127094915788393,0,unknown
P02786,0.712146958320727,1,0.512664789818838,0.178496841684203,0.0614821238168643,0,unknown
P02792,0.573076849523123,1,0.411171555478081,0.307472660498095,0.115573911802692,0,unknown
P02794,0.568290478818148,1,0.439487163041558,0.305437539134307,0.129836861031203,0,unknown
P80297,1,0.445901100504872,0.281158351815256,0.369481760370286,0.116020523082322,0,unknown
P03897,0.0718860903697382,0.0509788914676231,0.221962903956112,1,0.247718241226144,0,Mitochondria
P03928,0.962333692375001,0.538070667180683,0.29904363455404,1,0.284439873619625,0,unknown
P04040,0.145626702033522,0.171435965158596,0.289208086794519,1,0.654062963039649,0,Peroxisome
P04062,0.388640009210602,1,0.693299260490097,0.531373362832132,0.212573212283719,0,Lysosome
P04075,1,0.548249560104379,0.141187533652329,0.112741158226542,0.0549362766675186,0,Cytosol
P04083,1,0.787686453316338,0.155564715170122,0.120312637971166,0.045026942864968,0,unknown
P04179,0.0233319750072732,0.124799383018097,0.29445098960534,1,0.214190509061674,0,Mitochondria
P04216,1,0.447131748780198,0.27968793262957,0.15683887877196,0.0636061999976148,0,unknown
P04264,0.37545868665914,0.0663151518113403,0.204295826643035,0,0.771032406912189,1,unknown
P04406,1,0.851775634227247,0.376745853895005,0.254309946043384,0.132796234591918,0,unknown
P04632,1,0.509838922739992,0.145250857731953,0.119973350373865,0.0493593568714945,0,unknown
P04792,1,0.516270700351987,0.134840576084481,0.116591775306502,0.0745683183201369,0,unknown
P04843,0.499218502220607,1,0.702800330557276,0.605345486119097,0.199873479369538,0,unknown
P04844,0.37521874558596,1,0.55423850142891,0.490180969462976,0.135070688931901,0,ER
P04899,1,0.512237021908507,0.159902137442896,0.129872390198478,0.0532037143789596,0,unknown
P04921,1,0.396386683207134,0.177379709165833,0.106057307079668,0.0369404525065277,0,unknown
P05023,1,0.404340237963728,0.196389203507961,0.108592711888782,0.0435942054238114,0,Plasma membrane
P05026,1,0.376754225187572,0.193818765511551,0.0848230159445789,0.0400341974146639,0,Plasma membrane
P05067,0.450440505119226,1,0.480384930647242,0.331565410045535,0.114929472281279,0,unknown
P05091,0,0.0644288433298615,0.214861964587035,1,0.199054526572424,0.0167761179644799,Mitochondria
P05106,1,0.436779238284115,0.21028761085057,0.144253003605606,0.0535793245431635,0,unknown
P05141,0,0.0640043204384122,0.169880724033489,1,0.200095572327718,0.0207723353915566,unknown
P05161,1,0.621149667552227,0.223567647163526,0.180643347425399,0.0844638847950421,0,unknown
P05165,0.0850423898630416,0.118021728375405,0.208501890382128,1,0.194219085312194,0,Mitochondria
P05166,0.0112432699000329,0.0583864882742947,0.193330462139233,1,0.20855073152798,0,Mitochondria
P05186,1,0.411850123888735,0.161387295960261,0.096015264910901,0.0400473926836398,0,unknown
P05198,1,0.740732488246039,0.26887102621723,0.390531289920564,0.148796597030042,0,unknown
P05362,1,0.417207470766936,0.150489170458923,0.169397136715895,0.0325678354096001,0,unknown
P05387,1,0.719722025574647,0.719904575395694,0.471621362160759,0.164946396616459,0,unknown
P05388,1,0.788791476331189,0.73033636951986,0.497989305699012,0.20788766912613,0,unknown
P05556,1,0.530140431511484,0.26717880129019,0.164773887676936,0.0591371914578439,0,unknown
P05976,1,0.504045381922177,0.425130522139907,0.252625043930095,0.0559717634337343,0,unknown
P06280,0.361090447819773,1,0.671476181193055,0.852126728539486,0.244868190469569,0,unknown
P06396,1,0.483936009241099,0.0948278496884487,0.0772026032651019,0.0303396011831274,0,unknown
P06576,0.0195936396503198,0.0725427966036204,0.190929473056687,1,0.216059857157911,0,Mitochondria
P06703,1,0.806484557820307,0.136179566803925,0.128630779272638,0.0606527263633648,0,unknown
P06733,1,0.584937936065164,0.145513431025817,0.0888255059273498,0.0440369515640259,0,Cytosol
P06744,1,0.577141547904258,0.130432360254093,0.145891602740966,0.0697176724875687,0,Cytosol
P06748,1,0.309909174606122,0.103862889967848,0.0763166494689848,0.0198222435355677,0,unknown
P06753,0.948546008022587,1,0.34672686534635,0.359942952872048,0.107434569754159,0,unknown
P06753-2,1,0.485679144179193,0.120410030589242,0.115362464139258,0.0556121033123521,0,unknown
P06756,1,0.455361000568505,0.216155070592264,0.113667306114839,0.0468337812413405,0,Plasma membrane
P06865,0.342917878962681,1,0.724887778775825,0.802111071433581,0.268593316032296,0,Lysosome
P07099,0.732850105918495,1,0.359162208126445,0.3354525658344,0.118524558067994,0,unknown
P07108,1,0.646183616822756,0.215073399470997,0.279965476321889,0.0908613074107155,0,unknown
P07195,1,0.607457052550504,0.237203909929263,0.399730293742198,0.243686537835231,0,unknown
P07203,0.199860758225551,0.190420577425999,0.317437776789257,1,0.239790600241621,0,unknown
P07237,0.515132503892809,1,0.589129127499063,0.418207884165213,0.122522441542857,0,unknown
P07339,0.328664109075678,1,0.86091176731976,0.748009697802591,0.26588769064945,0,Lysosome
P07355,1,0.375439577373718,0.0888801659530671,0.0585054019752932,0.0203945085360133,0,unknown
P07384,1,0.731079181253427,0.156362849005364,0.185301045057014,0.0589174314129826,0,unknown
P07437,1,0.41783062347253,0.091400590030771,0.101909039616884,0.0545452054365488,0,unknown
P07585,0.482911422149669,1,0.532231303446332,0.217684131164252,0.0802679539301537,0,unknown
P07602,0.219567966620576,0.296593120324732,1,0.642381444910319,0.25210689938395,0,Lysosome
P07686,0.321577092303538,1,0.814860883218799,0.875378754204517,0.280294840255558,0,Lysosome
P07711,0.317286501329004,0.690931693507874,0.798949051300578,1,0.253485184306198,0,unknown
P07737,1,0.596494306704531,0.146053718938448,0.114122679063374,0.0543996703258863,0,Cytosol
P07741,1,0.65456396485071,0.121132784745442,0.187643626691155,0.10575455697182,0,Dense cytosol
P07858,0.419590126448007,1,0.877640608281174,0.896111595173943,0.292743865137796,0,unknown
P07900,1,0.510127830178942,0.117702309937213,0.11763810957567,0.0543178873429841,0,unknown
P07919,0.0363011068947802,0.069251779727044,0.220074145135246,1,0.221904743488084,0,unknown
P07942,0.440211373083938,1,0.722230048956989,0.569976176236484,0.156082738496193,0,unknown
P07947,1,0.425408101697563,0.112658452300481,0.102911463591338,0.0326859245931778,0,unknown
P07954,0.00326455960271897,0.0489124644570491,0.22929955154176,1,0.198167480794109,0,unknown
P07996,0.400870107565212,1,0.993894509222554,0.472628083249328,0.164846443070232,0,unknown
P08107,1,0.51758637636771,0.202911029089316,0.178867515742842,0.0926915204193072,0,unknown
P08123,0.353997771680406,1,0.547477182412294,0.386187590075085,0.103995291156698,0,unknown
P08133,1,0.705672061269247,0.16489902791863,0.121024199000234,0.058942123114931,0,Cytosol
